#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Oct 12 21:02:39 EDT 2019,0,0,Assignment3Suite, , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
1,Mon Oct 14 13:25:43 EDT 2019,0,0,Assignment3Suite, , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
2,Mon Oct 14 13:27:39 EDT 2019,16,16,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
3,Mon Oct 14 13:45:28 EDT 2019,16,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
4,Mon Oct 14 13:46:49 EDT 2019,16,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
5,Mon Oct 14 13:49:21 EDT 2019,16,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
6,Mon Oct 14 13:56:38 EDT 2019,16,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
7,Mon Oct 14 13:57:41 EDT 2019,16,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
8,Mon Oct 14 14:06:07 EDT 2019,72,56,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2+ DelMinTest3+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
9,Mon Oct 14 14:08:33 EDT 2019,72,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
10,Mon Oct 14 14:25:19 EDT 2019,72,0,DelMinTestSuite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
11,Mon Oct 14 14:51:37 EDT 2019,72,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 , ,
12,Mon Oct 14 15:08:28 EDT 2019,77,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 , ,
13,Mon Oct 14 15:21:40 EDT 2019,77,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 , ,
14,Mon Oct 14 15:31:58 EDT 2019,66,-11,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 SizeTest2- SizeTest4- , ,
15,Mon Oct 14 15:32:17 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 SizeTest2 SizeTest4 , ,
16,Mon Oct 14 15:34:45 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 SizeTest2 SizeTest4 , ,
17,Mon Oct 14 15:35:03 EDT 2019,77,11,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3 SizeTest4+ , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest3 , ,
18,Mon Oct 14 15:36:38 EDT 2019,50,-27,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,DelMinTest1 DelMinTest2- DelMinTest3- DelMinTest4 EverythingTest GetMinTest3 SizeTest2- SizeTest3- SizeTest4- , ,
19,Mon Oct 14 15:39:54 EDT 2019,88,38,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2+ DelMinTest3+ DelMinTest4+ GetMinTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3+ SizeTest4+ , ,EverythingTest GetMinTest3 , ,
20,Mon Oct 14 15:47:32 EDT 2019,100,12,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
