#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Nov 20 20:27:32 EST 2019,50,50,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddNodeTest0+ AddNodeTest2+ DelEdgeTest1+ DelNodeTest1+ NumNodeTest0+ , ,AddEdgeTest4- AddNodeTest1- DelEdgeTest0- DelEdgeTest2- DelNodeTest0- DelNodeTest2- NumEdgeTest0- NumEdgeTest1- NumNodeTest1- , ,
1,Wed Nov 20 20:38:26 EST 2019,50,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest4 AddNodeTest1 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest1 , ,
2,Wed Nov 20 20:43:34 EST 2019,50,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest4 AddNodeTest1 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest1 , ,
3,Wed Nov 20 20:45:06 EST 2019,55,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest1+ AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest4 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest1 , ,
4,Wed Nov 20 20:46:22 EST 2019,66,11,Assignment5Suite,AddEdgeTest0 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4+ AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0 , ,AddEdgeTest1- DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumNodeTest1 , ,
5,Wed Nov 20 21:00:57 EST 2019,55,-11,Assignment5Suite,AddEdgeTest0 AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 NumNodeTest0 , ,AddEdgeTest4- DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0- NumEdgeTest1- NumNodeTest1 , ,
6,Wed Nov 20 21:03:00 EST 2019,33,-22,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 , ,AddEdgeTest0- AddEdgeTest1- AddEdgeTest4 DelEdgeTest0 DelEdgeTest1- DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0- NumNodeTest1 , ,
7,Wed Nov 20 21:07:33 EST 2019,33,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddEdgeTest4 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
8,Wed Nov 20 21:09:09 EST 2019,33,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddEdgeTest4 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
9,Wed Nov 20 21:09:22 EST 2019,66,33,Assignment5Suite,AddEdgeTest0+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4+ AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1+ DelNodeTest1 NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0+ , ,AddEdgeTest1 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumNodeTest1 , ,
